ID	Label EN	Label EN annotation	Definition EN	Definition EN Source	Definition EN Comment	Commentaire	Commentaire.1	Commentaire.2	See Also	Term Editor	Commentaire.3	CrossRef	Change Note	Close match	Type	Parent Class	Equivalent Class	Domain	Range	Annotation
ID	AL rdfs:label@en	>A rdfs:comment	AL IAO:0000115@en	>A IAO:0000119	>A rdfs:comment	A rdfs:comment	A rdfs:comment	A rdfs:comment	AI rdfs:seeAlso SPLIT=|	A IAO:0000117	A rdfs:comment SPLIT=|	A oboInOwl:hasDbXref SPLIT=|	AL skos:changeNote@en	A skos:closeMatch SPLIT=|	TYPE	SC % SPLIT=|	EC %	DOMAIN	RANGE	A PROMOT:1000001 SPLIT=|
HP:0002033	Poor suck															(PROMOT:2000001 some ICF:1328675264)|(PROMOT:2000001 some ICF:553784299)|(PROMOT:2000001 some ICF:2089171534)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002033	Poor suck																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/"
HP:0002047	Malignant hyperthermia															(PROMOT:2000001 some ICF:2090906765)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002047	Malignant hyperthermia																			"[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002058	Myopathic facies															(PROMOT:2000001 some PROMOT:0032066)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002058	Myopathic facies																			"[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002068	Neuromuscular dysphagia															(PROMOT:2000001 some ICF:1328675264)|(PROMOT:2000001 some ICF:553784299)|(PROMOT:2000001 some ICF:923782542)|(PROMOT:2000005 some (SNOMED:840297006 OR SNOMED:12894003 OR SNOMED:84100007))				
HP:0002068	Neuromuscular dysphagia																			"[OPMD Scoping review on dysphagia] Côté C, Gagnon C, Youssof S, et al. The requirement for a disease-specific patient-reported outcome measure of dysphagia in oculopharyngeal muscular dystrophy. Muscle Nerve. 2019;59:445–50. doi: 10.1002/mus.26405|[OPMD Clinical Registry Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002093	Respiratory insufficiency															(PROMOT:2000001 some ICF:1360101629)|(PROMOT:2000001 some ICF:446199613)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002093	Respiratory insufficiency																			"[OPMD Clinical Registry Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002094	Dyspnea															(PROMOT:2000001 some ICF:1360101629)|(PROMOT:2000001 some ICF:446199613)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002094	Dyspnea																			"[OPMD Clinical Registry Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/"
HP:0002098	Respiratory distress															(PROMOT:2000001 some ICF:1360101629)|(PROMOT:2000001 some ICF:446199613)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002098	Respiratory distress																			"[OPMD Clinical Registry Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002104	Apnea															(PROMOT:2000001 some ICF:1470583183)|(PROMOT:2000001 some ICF:744367503)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002104	Apnea																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002141	Gait imbalance															(PROMOT:2000001 some ICF:1550548595)|(PROMOT:2000001 some ICF:409094401)|(PROMOT:2000001 some ICF:1831985718)|(PROMOT:2000001 some ICF:576915490)|(PROMOT:2000005 some (SNOMED:840297006 OR SNOMED:84100007))				
HP:0002141	Gait imbalance																			"[OPMD Scoping review 2026] Bélair N, Gagnon C, Duchesne E. What is known about muscle weakness, balance impairments and indoor mobility limitations in oculopharyngeal muscular dystrophy? A scoping review. J Neuromuscul Dis. 2025 Dec 30:22143602251397052. doi: 10.1177/22143602251397052. Epub ahead of print. PMID: 41467981.|[OPMD Clinical Registry Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[OPMD Clinical Research Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/"
HP:0002172	Postural instability															(PROMOT:2000001 some ICF:2048203604)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002172	Postural instability																			"[OPMD Scoping review 2026] Bélair N, Gagnon C, Duchesne E. What is known about muscle weakness, balance impairments and indoor mobility limitations in oculopharyngeal muscular dystrophy? A scoping review. J Neuromuscul Dis. 2025 Dec 30:22143602251397052. doi: 10.1177/22143602251397052. Epub ahead of print. PMID: 41467981.|[OPMD Clinical Registry Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[OPMD Clinical Research Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/"
HP:0002317	Unsteady gait															(PROMOT:2000001 some ICF:2048203604)|(PROMOT:2000005 some (SNOMED:12894003 OR SNOMED:84100007))				
HP:0002317	Unsteady gait																			"[OPMD Scoping review 2026] Bélair N, Gagnon C, Duchesne E. What is known about muscle weakness, balance impairments and indoor mobility limitations in oculopharyngeal muscular dystrophy? A scoping review. J Neuromuscul Dis. 2025 Dec 30:22143602251397052. doi: 10.1177/22143602251397052. Epub ahead of print. PMID: 41467981.|[OPMD Clinical Registry Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[OPMD Clinical Research Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/"
HP:0002359	Frequent falls															(PROMOT:2000001 some ICF:1550548595)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002359	Frequent falls																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002460	Distal muscle weakness															(PROMOT:2000001 some ICF:2048203604)|(PROMOT:2000001 some ICF:1789365017)|(PROMOT:2000005 some (SNOMED:12894003 OR SNOMED:84100007))				
HP:0002460	Distal muscle weakness																			"[OPMD Scoping review 2026] Bélair N, Gagnon C, Duchesne E. What is known about muscle weakness, balance impairments and indoor mobility limitations in oculopharyngeal muscular dystrophy? A scoping review. J Neuromuscul Dis. 2025 Dec 30:22143602251397052. doi: 10.1177/22143602251397052. Epub ahead of print. PMID: 41467981.|[OPMD HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002483	Bulbar signs															(PROMOT:2000001 some ICF:151046878)|(PROMOT:2000001 some ICF:1328675264)|(PROMOT:2000001 some ICF:1328675264)|(PROMOT:2000001 some ICF:1789365017)|(PROMOT:2000001 some ICF:712570723)|(PROMOT:2000001 some ICF:923782542)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002483	Bulbar signs																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002505	Loss of ambulation															(PROMOT:2000001 some ICF:1550548595)|(PROMOT:2000001 some ICF:1328466963)|(PROMOT:2000005 some (SNOMED:12894003 OR SNOMED:84100007))				
HP:0002505	Loss of ambulation																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002515	Waddling gait															(PROMOT:2000001 some ICF:1550548595)|(PROMOT:2000001 some ICF:1328466963)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002515	Waddling gait																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002522	Areflexia of lower limbs																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/"
HP:0002522	Areflexia of lower limbs 															(PROMOT:2000001 some ICF:1434015402)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002540	Inability to walk															(PROMOT:2000001 some ICF:1550548595)|(PROMOT:2000001 some ICF:1328466963)|(PROMOT:2000005 some (SNOMED:12894003 OR SNOMED:84100007))				
HP:0002540	Inability to walk																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002600	Hyporeflexia of lower limbs																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/"
HP:0002600	Hyporeflexia of lower limbs 															(PROMOT:2000001 some ICF:1434015402)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002643	Neonatal respiratory distress															(PROMOT:2000001 some ICF:1470583183)|(PROMOT:2000001 some ICF:744367503)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002643	Neonatal respiratory distress																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002650	Scoliosis						[PROMOT note] [Present in EURO-NMD NMD-CDE] [has_scoliosis]				[PROMOT note] [EURO-NMD] Atalia A et al., EURO-NMD registry: federated FAIR infrastructure, innovative technologies and concepts of a patient-centred registry for rare neuromuscular disorders. Orphanet J Rare Dis. 2024 Feb 14;19(1):66. doi: 10.1186/s13023-024-03059-3. PMID: 38355534; PMCID: PMC10865673.		[PROMOT note] The PROMOT ontology added a comment to quote the CDM used as a source for this entity.		Class					
HP:0002650	Scoliosis															(PROMOT:2000005 some SNOMED:84100007)				
HP:0002650	Scoliosis																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002705	High, narrow palate															(PROMOT:2000005 some SNOMED:84100007)				
HP:0002705	High, narrow palate																			"[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002747	Respiratory insufficiency due to muscle weakness															(PROMOT:2000001 some ICF:1360101629)|(PROMOT:2000001 some ICF:446199613)|(PROMOT:2000005 some (SNOMED:12894003 OR SNOMED:84100007))				
HP:0002747	Respiratory insufficiency due to muscle weakness																			"[OPMD Clinical Registry Form] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002751	Kyphoscoliosis															(PROMOT:2000005 some SNOMED:84100007)				
HP:0002751	Kyphoscoliosis																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002804	Arthrogryposis multiplex congenita															(PROMOT:2000001 some ICF:1757783224)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002804	Arthrogryposis multiplex congenita																			[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.
HP:0002808	Kyphosis															(PROMOT:2000005 some SNOMED:84100007)				
HP:0002808	Kyphosis																			"[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002828	Multiple joint contractures															(PROMOT:2000001 some ICF:1757783224)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002828	Multiple joint contractures																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002878	Respiratory failure															(PROMOT:2000001 some ICF:1470583183)|(PROMOT:2000001 some ICF:744367503)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002878	Respiratory failure																			"[Congenital myasthenic syndrom Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/|[Congenital Myopathy HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975."
HP:0002882	Sudden episodic apnea															(PROMOT:2000001 some ICF:1470583183)|(PROMOT:2000001 some ICF:744367503)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0002882	Sudden episodic apnea																			"[Congenital Myasthenic syndrom HPO KB associations] Gargano MA, Matentzoglu N, Coleman B, Addo-Lartey EB, et al. The Human Phenotype Ontology in 2024: phenotypes around the world. Nucleic Acids Res. 2024 Jan 5;52(D1):D1333-D1346. doi: 10.1093/nar/gkad1005. PMID: 37953324; PMCID: PMC10767975.|[Congenital myopathy Scoping review] ""Performing a Rare Disease-Oriented Master Observational Trial"" initiative, European Joint Programme on Rare Diseases, https://www.promotinitiative.com/"
HP:0003202	Skeletal muscle atrophy															(PROMOT:2000001 some ICF:2048203604)|(PROMOT:2000001 some ICF:1789365017)|(PROMOT:2000005 some SNOMED:84100007)				
HP:0003236	Elevated circulating creatine kinase concentration															(PROMOT:2000005 some SNOMED:84100007)				
